type,log
crowdstrike-falcon,"{""metadata"":{""customerIDString"":""9c1e7f3a2b845d0671ab34cd82ef5091"",""offset"":88271046,""eventType"":""DetectionSummaryEvent"",""eventCreationTime"":1786035031402,""version"":""1.0""},""event"":{""ProcessStartTime"":1786035028,""ProcessEndTime"":0,""ProcessId"":418273904651,""ParentProcessId"":418273900112,""ComputerName"":""MARCUS-MBP"",""UserName"":""marcus.feld"",""DetectName"":""Suspicious Script Execution"",""DetectDescription"":""A script attempted to enumerate local credentials. Blocked by prevention policy."",""Severity"":3,""SeverityName"":""Medium"",""FileName"":""osascript"",""FilePath"":""/usr/bin"",""CommandLine"":""osascript -e 'display dialog \""Enter password\""'"",""SHA256String"":""7f3a91fbd2e846509a1b7c8d9e0f1a2b3c4d5e6f7081920a1b2c3d4e5f607182"",""MD5String"":""9c1e7f3a2b845d0671ab34cd82ef5091"",""MachineDomain"":""acme.io"",""FalconHostLink"":""https://falcon.crowdstrike.com/activity/detections/detail/9c1e7f3a2b845d06/418273904651"",""SensorId"":""9c1e7f3a2b845d0671ab34cd82ef5091"",""PatternDispositionValue"":2048,""PatternDispositionDescription"":""Prevention, process blocked."",""Tactic"":""Credential Access"",""Technique"":""Input Capture"",""LocalIP"":""10.1.2.88"",""AgentIdString"":""9c1e7f3a2b845d0671ab34cd82ef5091""}}"
crowdstrike-falcon,"{""metadata"":{""customerIDString"":""7b1c9d43e02a4f189c562ab7d0148e39"",""offset"":441882210,""eventType"":""DetectionSummaryEvent"",""eventCreationTime"":1783194841772,""version"":""1.0""},""event"":{""ProcessStartTime"":1783194402,""ProcessEndTime"":0,""ProcessId"":4418822109,""ParentProcessId"":4418820001,""ComputerName"":""PROD-WIN-APP-04"",""UserName"":""svc_backup"",""DetectName"":""Credential Dumping via LSASS Access"",""DetectDescription"":""A process attempted to read memory from lsass.exe, a technique commonly used to steal credentials."",""Severity"":8,""SeverityName"":""High"",""Tactic"":""Credential Access"",""Technique"":""OS Credential Dumping: LSASS Memory"",""Objective"":""Gain Access"",""PatternDispositionDescription"":""Prevention, process killed."",""PatternDispositionValue"":2048,""FileName"":""rundll32.exe"",""FilePath"":""\\Device\\HarddiskVolume2\\Windows\\System32"",""CommandLine"":""rundll32.exe C:\\Windows\\System32\\comsvcs.dll MiniDump 712 C:\\Temp\\out.dmp full"",""MD5String"":""9f81c3ad2b74e560a1c7d2b4e9f0a51c"",""SHA256String"":""3f81c9a47b204d168e53cc10a7b29d641ab7c052e1f7a92c8b404d3591ac6b70"",""LocalIP"":""10.2.4.19"",""MACAddress"":""00-0d-3a-f4-1c-87"",""AgentIdString"":""c41b7e285d904a138f669e2c0473ab55"",""FalconHostLink"":""https://falcon.crowdstrike.com/activity/detections/detail/c41b7e28/4418822109"",""SensorId"":""c41b7e285d904a138f669e2c0473ab55""}}"
cyberark,"{""Time"":""2026-08-04T15:08:31.402Z"",""Action"":""Retrieve password"",""Issuer"":""svc_ansible"",""Safe"":""PROD-Linux-Root"",""Target"":""root@db-prod-01.acme.io"",""Station"":""10.32.7.204"",""Reason"":""Scheduled patching run RUN-4182739"",""AuditRecordType"":""Success"",""Category"":""CPM"",""SessionID"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""ProviderID"":""PIMSU-CPM01"",""MessageID"":295,""Message"":""Retrieve password (Success)"",""GatewayStation"":""10.1.9.44"",""ObjectName"":""Operating System-UnixSSH-db-prod-01.acme.io-root"",""PolicyID"":""UnixSSH"",""ExtraDetails"":{""ApplicationType"":""AnsibleAAM"",""RequestId"":""REQ-8827104""}}"
cyberark,"{""Time"":""2026-07-23T13:52:19Z"",""Action"":""CPM Password Change Failed"",""ActionID"":13,""ActionType"":""Failure"",""SafeName"":""PROD-UNIX-ROOT"",""Target"":""root@prod-db-01.example.net"",""TargetAccount"":""UnixSSH-prod-db-01-root"",""UserName"":""PasswordManager"",""StationName"":""CYBERARK-CPM-01"",""StationIP"":""10.2.4.44"",""GatewayStation"":"""",""Severity"":""Critical"",""Reason"":""CACPM234E Password change failed: Connection to target device failed. SSH handshake timed out after 30 seconds."",""ErrorCode"":""CACPM234E"",""SessionID"":"""",""Message"":""Failed to change password for account UnixSSH-prod-db-01-root"",""PolicyID"":""UnixSSHViaTPC"",""RequestID"":"""",""IsRequestorOrApprover"":false,""ProductType"":""EPV""}"
databricks,"{""eventTime"":""2026-08-04T15:00:31.402Z"",""workspaceId"":""4718293046512837"",""clusterId"":""0804-140211-xk7pl9mz"",""jobId"":881204,""runId"":4182739,""taskKey"":""transform_orders"",""eventType"":""jobRunFinished"",""result"":""SUCCESS"",""sparkVersion"":""15.4.x-scala2.12"",""nodeTypeId"":""i3.xlarge"",""numWorkers"":4,""durationMs"":214882,""notebookPath"":""/Repos/acme/pipelines/transform_orders"",""userName"":""dbt-prod@acme.io"",""gitSource"":{""gitUrl"":""https://github.com/acme-io/pipelines"",""gitBranch"":""main"",""gitCommit"":""9c1e7f3a2b845d0671ab34cd82ef50918f2a1c4d""},""outputRows"":4182904}"
databricks,"{""eventType"":""jobRunFailed"",""timestamp"":1783194841772,""workspaceId"":""4471882109337201"",""jobId"":884471,""runId"":9184472,""runName"":""nightly-feature-build"",""jobClusterKey"":""features-etl"",""runPageUrl"":""https://dbc-7b1c9d43-e02a.cloud.databricks.com/#job/884471/run/9184472"",""result_state"":""FAILED"",""state_message"":""Task features_join failed with error: org.apache.spark.SparkException: Job aborted due to stage failure: Task 118 in stage 44.0 failed 4 times, most recent failure: ExecutorLostFailure (executor 7 exited caused by one of the running tasks) Reason: Container killed by YARN for exceeding memory limits. 30.1 GB of 30 GB physical memory used"",""tasks"":[{""taskKey"":""features_join"",""state"":""FAILED"",""attemptNumber"":3,""startTime"":1783194402118,""endTime"":1783194841118}],""clusterInstance"":{""clusterId"":""0720-024118-x2klp441"",""sparkContextId"":""4418822109337201884""},""creatorUserName"":""data-eng@example.net"",""runtimeVersion"":""15.4.x-scala2.12""}"
datadog,"{""timestamp"":1786035362184,""status"":""info"",""message"":""charge created ch_9c1e7f3a2b84 for account 8812"",""service"":""checkout-api"",""source"":""nodejs"",""host"":""checkout-api-7f9c4b8d2e-xk4q1"",""ddsource"":""nodejs"",""ddtags"":""env:prod,version:4.12.0,kube_namespace:checkout,kube_deployment:checkout-api"",""dd"":{""trace_id"":""4182739046512837410"",""span_id"":""8827104651283741""},""http"":{""method"":""POST"",""status_code"":201,""url"":""https://api.acme.io/v1/charges"",""useragent"":""acme-web/4.12.0""},""duration"":184291000,""network"":{""client"":{""ip"":""203.0.113.47"",""geoip"":{""country"":{""iso_code"":""US""},""city"":{""name"":""Boston""}}}},""usr"":{""id"":""usr_4182739"",""email"":""marcus.feld@acme.io""},""charge_id"":""ch_9c1e7f3a2b84"",""amount_cents"":148390}"
datadog,"{""id"":""AgAAAZfBc9D4-XKQ2gAAAAAAAAAYAAAAAEFaZkJjOUQ0QUFDMk1McFE"",""timestamp"":1783194841772,""status"":""error"",""service"":""payments-service"",""source"":""java"",""host"":""i-0f19c3ab77de2c845"",""message"":""Monitor triggered: [Triggered] payments-service p99 latency above SLO"",""ddsource"":""datadog"",""ddtags"":""env:prod,service:payments-service,version:1.42.0,team:payments"",""alert"":{""id"":184472109,""title"":""[Triggered on {service:payments-service}] p99 latency above SLO"",""type"":""metric alert"",""transition"":""Triggered"",""priority"":""P2"",""monitor_query"":""avg(last_5m):p99:trace.servlet.request.duration{service:payments-service} > 2.5"",""threshold"":2.5,""value"":4.412,""scope"":""service:payments-service,env:prod""},""dd"":{""trace_id"":""4418822109337201884"",""span_id"":""1184472109337201""},""error"":{""kind"":""io.grpc.StatusRuntimeException"",""message"":""DEADLINE_EXCEEDED: deadline exceeded after 2.499s"",""stack"":""io.grpc.Status.asRuntimeException(Status.java:539)""},""network"":{""client"":{""ip"":""203.0.113.77""}}}"
deno-deploy,"{""timestamp"":""2026-08-04T16:14:31.402841Z"",""level"":""info"",""message"":""handled request"",""projectId"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""projectName"":""acme-edge"",""deploymentId"":""xk7pl9mzv2qr"",""region"":""us-east4"",""denoVersion"":""2.0.0"",""request"":{""method"":""GET"",""url"":""https://acme-edge.deno.dev/api/status"",""userAgent"":""curl/8.7.1""},""response"":{""status"":200,""bytes"":142},""durationMs"":6.4,""isolateStartMs"":0,""cpuTimeMs"":1.1,""kvReads"":1,""kvWrites"":0}"
deno-deploy,"{""timestamp"":""2026-07-26T09:14:02.771Z"",""level"":""error"",""region"":""europe-west4"",""deploymentId"":""xkq2mlpq9zl0"",""projectId"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""projectName"":""edge-api"",""message"":""Uncaught (in promise) Error: Deployment isolate exceeded memory limit"",""error"":{""name"":""Error"",""message"":""Deployment isolate exceeded memory limit (512 MB)"",""stack"":""Error: memory limit exceeded\n    at handler (file:///src/main.ts:44:11)""},""request"":{""method"":""GET"",""url"":""https://edge-api.deno.dev/v1/report?range=90d"",""userAgent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/138.0.0.0"",""remoteAddr"":""73.118.204.9""},""response"":{""status"":502,""bytes"":0},""denoVersion"":""2.0.0"",""isolateRestarted"":true,""cpuTimeMs"":8842,""memoryPeakMb"":512,""requestId"":""9f81c3ad2b74e560""}"
django,"{""asctime"":""2026-08-04 15:57:02,184"",""levelname"":""INFO"",""name"":""django.request"",""message"":""POST /api/v1/invoices/ 201 [0.184, 10.1.5.42]"",""module"":""basehttp"",""funcName"":""log_message"",""lineno"":212,""process"":48127,""thread"":140234718293,""status_code"":201,""request_path"":""/api/v1/invoices/"",""request_method"":""POST"",""remote_addr"":""10.1.5.42"",""user_id"":4182739,""duration"":0.184291,""sql_queries"":12,""sql_time"":0.0412,""server_hostname"":""billing-web-7f9c4b8d2e-xk4q1"",""release"":""billing@3.8.2""}"
django,"{""asctime"":""2026-07-26T09:14:02.771Z"",""levelname"":""ERROR"",""name"":""django.request"",""module"":""exception"",""funcName"":""handle_uncaught_exception"",""lineno"":118,""process"":28194,""thread"":140418822109337,""message"":""Internal Server Error: /api/v1/checkout/charge"",""status_code"":500,""request"":{""method"":""POST"",""path"":""/api/v1/checkout/charge"",""remote_addr"":""203.0.113.77"",""user_id"":8814,""query_params"":{}},""exc_info"":""Traceback (most recent call last):\n  File \""/app/payments/checkout/charge.py\"", line 118, in _capture_payment\n    raise CardDeclinedError(resp[\""error\""])\npayments.errors.CardDeclinedError: Your card was declined. (code: card_declined)"",""exc_type"":""CardDeclinedError"",""server_time"":""2026-07-26T09:14:02Z"",""duration_ms"":884,""db_queries"":14,""trace_id"":""4418822109337201884b1c9d43e02a4f18""}"
docker-daemon,"{""time"":""2026-08-04T14:36:41.882104291Z"",""level"":""info"",""msg"":""Container started"",""container"":""3e5d81aa4b62c1d84f2e7b934a169f0c"",""name"":""/redis-cache"",""image"":""redis:7.4-alpine"",""driver"":""overlay2"",""exec_root"":""/var/run/docker"",""pid"":48312,""api_version"":""1.45"",""daemon_version"":""27.1.1""}"
docker-daemon,"{""time"":""2026-06-30T22:14:08.442117Z"",""level"":""warning"",""msg"":""Health check for container 3a91c7bd0e424f189c562ab7d0148e39 error"",""container"":""3a91c7bd0e424f189c562ab7d0148e39"",""error"":""Health check exceeded timeout (30s)"",""exitCode"":-1,""output"":"""",""daemon_version"":""27.1.1"",""storage_driver"":""overlay2""}"
docusign,"{""event"":""envelope-completed"",""apiVersion"":""v2.1"",""uri"":""/restapi/v2.1/accounts/9c1e7f3a-2b84-5d06-71ab-34cd82ef5091/envelopes/7c3a91fb-d2e8-4650-9a1b-7c8d9e0f1a2b"",""retryCount"":0,""configurationId"":4182739,""generatedDateTime"":""2026-08-04T15:42:31.4028410Z"",""data"":{""accountId"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""userId"":""3f81c7a2-9d64-4e0b-8a15-2c7be93df401"",""envelopeId"":""7c3a91fb-d2e8-4650-9a1b-7c8d9e0f1a2b"",""envelopeSummary"":{""status"":""completed"",""emailSubject"":""Acme MSA - Northwind Logistics"",""sentDateTime"":""2026-08-04T13:02:11.0000000Z"",""completedDateTime"":""2026-08-04T15:42:28.0000000Z"",""recipients"":{""signers"":[{""name"":""Dana Okoro"",""email"":""dana.okoro@northwind-logistics.com"",""recipientId"":""1"",""status"":""completed"",""signedDateTime"":""2026-08-04T15:42:28.0000000Z"",""routingOrder"":""1"",""clientUserId"":null}]},""documentsCombinedUri"":""/envelopes/7c3a91fb-d2e8-4650-9a1b-7c8d9e0f1a2b/documents/combined"",""certificateUri"":""/envelopes/7c3a91fb-d2e8-4650-9a1b-7c8d9e0f1a2b/documents/certificate""}}}"
docusign,"{""event"":""envelope-declined"",""apiVersion"":""v2.1"",""uri"":""/restapi/v2.1/accounts/4418822/envelopes/9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""retryCount"":0,""configurationId"":441882,""generatedDateTime"":""2026-07-26T09:14:02.7719330Z"",""data"":{""accountId"":""4418822"",""userId"":""c41b7e28-5d90-4a13-8f66-9e2c0473ab55"",""envelopeId"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c"",""envelopeSummary"":{""status"":""declined"",""emailSubject"":""Please sign: Master Services Agreement - Example Net"",""declinedDateTime"":""2026-07-26T09:14:02.7719330Z"",""sentDateTime"":""2026-07-24T16:02:11.0000000Z"",""createdDateTime"":""2026-07-24T15:58:04.0000000Z"",""recipients"":{""signers"":[{""recipientId"":""1"",""name"":""Priya Raghavan"",""email"":""priya.raghavan@example.net"",""status"":""declined"",""declinedReason"":""Payment terms in section 4.2 are not agreed; please revise to Net 60."",""declinedDateTime"":""2026-07-26T09:14:02.7719330Z"",""routingOrder"":""1"",""ipAddress"":""73.118.204.9""},{""recipientId"":""2"",""name"":""Legal Ops"",""email"":""legal@example.net"",""status"":""created"",""routingOrder"":""2""}]},""purgeState"":""unpurged""}}}"
dotnet-nlog,"{""time"":""2026-08-04 16:02:31.4029"",""level"":""Info"",""logger"":""Acme.Ledger.Invoices.InvoiceService"",""message"":""Created invoice INV20260804-0881 for account 8812 in 184.29 ms"",""machinename"":""LEDGER-API-04"",""processid"":8412,""threadid"":14,""appdomain"":""Acme.Ledger.Api"",""environment"":""Production"",""properties"":{""InvoiceNumber"":""INV20260804-0881"",""AccountId"":8812,""ElapsedMs"":184.29,""CorrelationId"":""9c1e7f3a-2b84-5d06-71ab-34cd82ef5091"",""TraceId"":""4182739046512837410a1b2c3d4e5f60""},""exception"":null,""callsite"":""Acme.Ledger.Invoices.InvoiceService.CreateAsync""}"
dotnet-nlog,"{""time"":""2026-07-26 09:14:02.7713"",""level"":""Warn"",""logger"":""Example.Orders.Infrastructure.OutboxDispatcher"",""message"":""Outbox dispatch batch partially failed"",""exception"":{""type"":""System.Data.SqlClient.SqlException"",""message"":""Timeout expired. The timeout period elapsed prior to completion of the operation or the server is not responding."",""errorNumber"":-2,""stackTrace"":""   at System.Data.SqlClient.SqlConnection.OnError(SqlException exception)\n   at Example.Orders.Infrastructure.OutboxDispatcher.DispatchAsync()""},""properties"":{""batchSize"":500,""dispatched"":118,""failed"":382,""outboxDepth"":44718,""connectionString"":""Server=prod-sql-01;Database=Orders"",""machine"":""PROD-WIN-APP-04"",""processId"":7412,""appVersion"":""3.18.0"",""correlationId"":""9f81c3ad-2b74-e560-a1c7-d2b4e9f0a51c""}}"
dotnet-serilog,"{""@t"":""2026-08-04T16:02:02.1842910Z"",""@mt"":""Created invoice {InvoiceNumber} for account {AccountId} in {Elapsed:0.00} ms"",""@l"":""Information"",""@i"":""9c1e7f3a"",""InvoiceNumber"":""INV20260804-0881"",""AccountId"":8812,""Elapsed"":184.29,""SourceContext"":""Acme.Ledger.Invoices.InvoiceService"",""RequestId"":""0HN4KXQ7PL9MZ:00000004"",""RequestPath"":""/api/v1/invoices"",""TraceId"":""4182739046512837410a1b2c3d4e5f60"",""SpanId"":""8827104651283741"",""MachineName"":""LEDGER-API-04"",""EnvironmentName"":""Production"",""Application"":""Acme.Ledger.Api"",""ThreadId"":14}"
dotnet-serilog,"{""@t"":""2026-07-26T09:14:02.7713820Z"",""@l"":""Error"",""@mt"":""Failed to process payment for order {OrderId} after {Attempts} attempts"",""@x"":""Polly.Timeout.TimeoutRejectedException: The delegate executed asynchronously through TimeoutPolicy did not complete within the timeout.\n   at Polly.Timeout.AsyncTimeoutEngine.ImplementationAsync[TResult]()\n   at Example.Payments.PaymentProcessor.ChargeAsync(Order order)"",""@i"":""a7f19c4b"",""OrderId"":8814,""Attempts"":3,""SourceContext"":""Example.Payments.PaymentProcessor"",""RequestId"":""0HN7B1C9D43E0:00000004"",""RequestPath"":""/api/orders/8814/pay"",""TraceId"":""4418822109337201884b1c9d43e02a4f"",""SpanId"":""1184472109337201"",""MachineName"":""prod-win-app-04"",""Application"":""Payments.Api"",""Environment"":""Production"",""ThreadId"":18}"
dropbox,"{""timestamp"":""2026-08-04T15:40:02Z"",""event_category"":{"".tag"":""file_operations""},""event_type"":{"".tag"":""file_download"",""description"":""Downloaded files or folders""},""actor"":{"".tag"":""user"",""user"":{"".tag"":""team_member"",""account_id"":""dbid:AABxk7pL9mzV2Qr8Zx1Qw4Er7Ty0UioPa"",""team_member_id"":""dbmid:AAC9c1e7f3a2b845d06"",""display_name"":""Priya Raghavan"",""email"":""priya.raghavan@acme.io""}},""origin"":{""access_method"":{"".tag"":""end_user"",""end_user"":{"".tag"":""web"",""session_id"":""dbwsid:418273904651283741""}},""geo_location"":{""ip_address"":""203.0.113.47"",""city"":""Boston"",""region"":""Massachusetts"",""country"":""US""}},""involve_non_team_member"":false,""context"":{"".tag"":""team_member"",""account_id"":""dbid:AABxk7pL9mzV2Qr8Zx1Qw4Er7Ty0UioPa"",""display_name"":""Priya Raghavan""},""assets"":[{"".tag"":""file"",""path"":{""namespace_relative"":{""ns_id"":""4182739046"",""relative_path"":""/Platform Planning/q3-capacity-plan.xlsx""},""contextual"":""/Platform Planning/q3-capacity-plan.xlsx""},""display_name"":""q3-capacity-plan.xlsx"",""file_id"":""id:9c1e7f3a2b845d06AAAAAAAAAQ"",""file_size"":1842104}]}"
dropbox,"{""timestamp"":""2026-07-26T09:14:02Z"",""event_category"":{"".tag"":""sharing""},""event_type"":{"".tag"":""shared_link_settings_change_audience"",""description"":""Changed the audience of the shared link""},""actor"":{"".tag"":""user"",""user"":{"".tag"":""team_member"",""account_id"":""dbid:AABxk2mLpQ9zL0dPfA1sJc4hVnT6wYyE8u"",""display_name"":""Contractor Dev"",""email"":""contractor@example.net"",""team_member_id"":""dbmid:AACa7f19c4b2d80""}},""origin"":{""access_method"":{"".tag"":""end_user"",""end_user"":{"".tag"":""web"",""session_id"":""dbwsid:441882210933720188""}},""geo_location"":{""ip_address"":""91.219.238.11"",""city"":""Amsterdam"",""country"":""NL""}},""involve_non_team_members"":true,""context"":{"".tag"":""team_member""},""assets"":[{"".tag"":""file"",""path"":{""contents"":""/Finance/q2-customer-export.csv"",""namespace_relative"":{""ns_id"":""4418822109"",""relative_path"":""/Finance/q2-customer-export.csv""}},""file_id"":""id:9f81c3ad2b74e560AAAAAAAAAQ"",""file_size"":4418822,""display_name"":""q2-customer-export.csv""}],""details"":{"".tag"":""shared_link_settings_change_audience_details"",""shared_content_access_level"":{"".tag"":""public""},""previous_value"":{"".tag"":""team_only""},""new_value"":{"".tag"":""public""}},""result"":""blocked_by_policy"",""policy_violated"":""external_sharing_restricted""}"
